MeterType,MeterSerial,UtilityName,UtilityGroup,LineConnected,MeterName,UomScale,UomName,SystemName,SystemCode,Description,SampleValues
17,257,Hvac2,UTL,Set Temp,HVAC  ,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
17,257,Hvac2,UTL,Supply Air Temp,HVAC  ,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
17,257,Hvac2,UTL,Unit RHT,HVAC  ,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
17,257,Hvac2,UTL,Unit Status,HVAC  ,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
17,258,Hvac2,UTL,Actuator FB,HVAC  ,%,Percentage,Air Handling Unit System,AHUS01,Hvac2 | Actuator Feedback — Percentage opening of the control valve (0–100%); indicates how much the actuator is modulating cooling or heating flow,null
17,258,Hvac2,UTL,Comp RHT,HVAC  ,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"2.0, 22.0, 20.0"
17,258,Hvac2,UTL,Cooling Status,HVAC  ,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
17,258,Hvac2,UTL,Delta T Air,HVAC  ,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
17,258,Hvac2,UTL,Filter Pressure,HVAC  ,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Hvac2 | Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"79.6, -1.1, 34.6"
17,258,Hvac2,UTL,Return Air Temp,HVAC  ,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
17,258,Hvac2,UTL,Set Temp,HVAC  ,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
17,258,Hvac2,UTL,Supply Air Temp,HVAC  ,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
17,258,Hvac2,UTL,Unit RHT,HVAC  ,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
17,258,Hvac2,UTL,Unit Status,HVAC  ,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,257,Hvac2,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"2.0, 22.0, 20.0"
DX01,257,Hvac2,UTL,Comp Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,257,Hvac2,UTL,Cooling Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
DX01,257,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX01,257,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX01,257,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX01,257,Hvac2,UTL,Status FB,AC DX,Num,Number,Air Handling Unit System,AHUS01,"Hvac2 | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX01,257,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX01,257,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX01,257,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,258,Hvac2,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"2.0, 22.0, 20.0"
DX01,258,Hvac2,UTL,Comp Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,258,Hvac2,UTL,Comp Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"Hvac2 | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
DX01,258,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX01,258,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX01,258,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX01,258,Hvac2,UTL,Status FB,AC DX,Num,Number,Air Handling Unit System,AHUS01,"Hvac2 | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX01,258,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX01,258,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX01,258,Hvac2,UTL,Unit Status,AC DX,Num,Number,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX01,258,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX02,257,Hvac2,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"2.0, 22.0, 20.0"
DX02,257,Hvac2,UTL,Cooling Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
DX02,257,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX02,257,Hvac2,UTL,Filter Pressure,AC DX,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Hvac2 | Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"79.6, -1.1, 34.6"
DX02,257,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX02,257,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX02,257,Hvac2,UTL,Status FB,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX02,257,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX02,257,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX02,257,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX02,258,Hvac2,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"2.0, 22.0, 20.0"
DX02,258,Hvac2,UTL,Cooling Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
DX02,258,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX02,258,Hvac2,UTL,Filter Pressure,AC DX,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Hvac2 | Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"79.6, -1.1, 34.6"
DX02,258,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX02,258,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX02,258,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX02,258,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX02,258,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX02,259,Hvac2,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"2.0, 22.0, 20.0"
DX02,259,Hvac2,UTL,Cooling Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
DX02,259,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX02,259,Hvac2,UTL,Filter Pressure,AC DX,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Hvac2 | Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"79.6, -1.1, 34.6"
DX02,259,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX02,259,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX02,259,Hvac2,UTL,Status FB,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly","1.0, 1.0, 1.0"
DX02,259,Hvac2,UTL,Status_1,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | AC Unit 1 Status — Operating state of AC DX Unit 1 (1 = Running, 0 = Stopped)",null
DX02,259,Hvac2,UTL,Status_2,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | AC Unit 2 Status — Operating state of AC DX Unit 2 (1 = Running, 0 = Stopped)",null
DX02,259,Hvac2,UTL,Status_3,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | AC Unit 3 Status — Operating state of AC DX Unit 3 (1 = Running, 0 = Stopped)",null
DX02,259,Hvac2,UTL,Status_4,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | AC Unit 4 Status — Operating state of AC DX Unit 4 (1 = Running, 0 = Stopped)",null
DX02,259,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX02,259,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX02,259,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX02,260,Hvac2,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"2.0, 22.0, 20.0"
DX02,260,Hvac2,UTL,Cooling Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
DX02,260,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX02,260,Hvac2,UTL,Filter Pressure,AC DX,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Hvac2 | Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"79.6, -1.1, 34.6"
DX02,260,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX02,260,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX02,260,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX02,260,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX02,260,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX03,256,Hvac2,UTL,Comp_1 Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor 1 Status — Operating state of Compressor 1 (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
DX03,256,Hvac2,UTL,Comp_2 Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor 2 Status — Operating state of Compressor 2 (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
DX03,256,Hvac2,UTL,Comp_3 Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor 3 Status — Operating state of Compressor 3 (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
DX03,256,Hvac2,UTL,Compressor  3 RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor 3 Run Hours Today — Daily runtime of Compressor 3; used for load balancing and maintenance scheduling,"11.0, 11.0, 11.0"
DX03,256,Hvac2,UTL,Compressor 1 RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor 1 Run Hours Today — Daily runtime of Compressor 1; used for load balancing and maintenance scheduling,"10.0, 11.0, 11.0"
DX03,256,Hvac2,UTL,Compressor 2 RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor 2 Run Hours Today — Daily runtime of Compressor 2; used for load balancing and maintenance scheduling,"10.0, 20.0, 23.0"
DX03,256,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX03,256,Hvac2,UTL,Filter Pressure,AC DX,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Hvac2 | Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"79.6, -1.1, 34.6"
DX03,256,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX03,256,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX03,256,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX03,256,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX03,256,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX03,257,Hvac2,UTL,Comp_1 Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor 1 Status — Operating state of Compressor 1 (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
DX03,257,Hvac2,UTL,Comp_2 Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor 2 Status — Operating state of Compressor 2 (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
DX03,257,Hvac2,UTL,Comp_3 Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor 3 Status — Operating state of Compressor 3 (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
DX03,257,Hvac2,UTL,Compressor  3 RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor 3 Run Hours Today — Daily runtime of Compressor 3; used for load balancing and maintenance scheduling,"11.0, 11.0, 11.0"
DX03,257,Hvac2,UTL,Compressor 1 RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor 1 Run Hours Today — Daily runtime of Compressor 1; used for load balancing and maintenance scheduling,"10.0, 11.0, 11.0"
DX03,257,Hvac2,UTL,Compressor 2 RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor 2 Run Hours Today — Daily runtime of Compressor 2; used for load balancing and maintenance scheduling,"10.0, 20.0, 23.0"
DX03,257,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX03,257,Hvac2,UTL,Filter Pressure,AC DX,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Hvac2 | Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"79.6, -1.1, 34.6"
DX03,257,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX03,257,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX03,257,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX03,257,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX03,257,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX03,258,Hvac2,UTL,Comp RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"2.0, 22.0, 20.0"
DX03,258,Hvac2,UTL,Cooling Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)","1.0, 1.0, 1.0"
DX03,258,Hvac2,UTL,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"1.2, 7.7, 8.5"
DX03,258,Hvac2,UTL,Filter Pressure,AC DX,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Hvac2 | Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"79.6, -1.1, 34.6"
DX03,258,Hvac2,UTL,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"29.5, 21.2, 26.1"
DX03,258,Hvac2,UTL,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 25.0, 24.0"
DX03,258,Hvac2,UTL,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Hvac2 | Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"29.4, 28.1, 28.6"
DX03,258,Hvac2,UTL,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Hvac2 | Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"5.0, 10.0, 10.0"
DX03,258,Hvac2,UTL,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
DX03,259,Hvac2,UTL,Comp_1 Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Hvac2 | Compressor 1 Status — Operating state of Compressor 1 (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
